Description,Varname,StartPosition,EndPosition,Value
ロ転出者等,var51,266,271,0~999999: 0~999999人; 
(5)期末常用労働者,var52,272,277,0~999999: 0~999999人; 
(2)増加常用労働者イ入職者,var53,278,283,0~999999: 0~999999人; 
(4)減少常用労働者イ離職者,var54,284,289,0~999999: 0~999999人; 
(5)期末常用労働者,var55,290,295,0~999999: 0~999999人; 
19歳以下,var56,296,301,0~999999: 0~999999人; 
20~24歳,var57,302,307,0~999999: 0~999999人; 
25~29歳,var58,308,313,0~999999: 0~999999人; 
30~34歳,var59,314,319,0~999999: 0~999999人; 
35~39歳,var60,320,325,0~999999: 0~999999人; 
40~44歳,var61,326,331,0~999999: 0~999999人; 
45~49歳,var62,332,337,0~999999: 0~999999人; 
50~54歳,var63,338,343,0~999999: 0~999999人; 
55~59歳,var64,344,349,0~999999: 0~999999人; 
60~64歳,var65,350,355,0~999999: 0~999999人; 
65歳以上,var66,356,361,0~999999: 0~999999人; 
19歳以下,var67,362,367,0~999999: 0~999999人; 
20~24歳,var68,368,373,0~999999: 0~999999人; 
25~29歳,var69,374,379,0~999999: 0~999999人; 
30~34歳,var70,380,385,0~999999: 0~999999人; 
35~39歳,var71,386,391,0~999999: 0~999999人; 
40~44歳,var72,392,397,0~999999: 0~999999人; 
45~49歳,var73,398,403,0~999999: 0~999999人; 
50~54歳,var74,404,409,0~999999: 0~999999人; 
55~59歳,var75,410,415,0~999999: 0~999999人; 
60~64歳,var76,416,421,0~999999: 0~999999人; 
65歳以上,var77,422,427,0~999999: 0~999999人; 
19歳以下,var78,428,433,0~999999: 0~999999人; 
20~24歳,var79,434,439,0~999999: 0~999999人; 
25~29歳,var80,440,445,0~999999: 0~999999人; 
30~34歳,var81,446,451,0~999999: 0~999999人; 
35~39歳,var82,452,457,0~999999: 0~999999人; 
40~44歳,var83,458,463,0~999999: 0~999999人; 
45~49歳,var84,464,469,0~999999: 0~999999人; 
50~54歳,var85,470,475,0~999999: 0~999999人; 
55~59歳,var86,476,481,0~999999: 0~999999人; 
60~64歳,var87,482,487,0~999999: 0~999999人; 
65歳以上,var88,488,493,0~999999: 0~999999人; 
19歳以下,var89,494,499,0~999999: 0~999999人; 
20~24歳,var90,500,505,0~999999: 0~999999人; 
25~29歳,var91,506,511,0~999999: 0~999999人; 
30~34歳,var92,512,517,0~999999: 0~999999人; 
35~39歳,var93,518,523,0~999999: 0~999999人; 
40~44歳,var94,524,529,0~999999: 0~999999人; 
45~49歳,var95,530,535,0~999999: 0~999999人; 
50~54歳,var96,536,541,0~999999: 0~999999人; 
55~59歳,var97,542,547,0~999999: 0~999999人; 
60~64歳,var98,548,553,0~999999: 0~999999人; 
65歳以上,var99,554,559,0~999999: 0~999999人; 
専門・技術,var100,560,565,0~999999: 0~999999人; 
管理,var101,566,571,0~999999: 0~999999人; 
事務,var102,572,577,0~999999: 0~999999人; 
販売,var103,578,583,0~999999: 0~999999人; 
サービス,var104,584,589,0~999999: 0~999999人; 
保安,var105,590,595,0~999999: 0~999999人; 
運輸・通信,var106,596,601,0~999999: 0~999999人; 
生産・労務,var107,602,607,0~999999: 0~999999人; 
その他,var108,608,613,0~999999: 0~999999人; 
専門・技術,var109,614,619,0~999999: 0~999999人; 
管理,var110,620,625,0~999999: 0~999999人; 
事務,var111,626,631,0~999999: 0~999999人; 
販売,var112,632,637,0~999999: 0~999999人; 
サービス,var113,638,643,0~999999: 0~999999人; 
保安,var114,644,649,0~999999: 0~999999人; 
運輸・通信,var115,650,655,0~999999: 0~999999人; 
生産・労務,var116,656,661,0~999999: 0~999999人; 
その他,var117,662,667,0~999999: 0~999999人; 
専門・技術,var118,668,673,0~999999: 0~999999人; 
管理,var119,674,679,0~999999: 0~999999人; 
事務,var120,680,685,0~999999: 0~999999人; 
販売,var121,686,691,0~999999: 0~999999人; 
サービス,var122,692,697,0~999999: 0~999999人; 
保安,var123,698,703,0~999999: 0~999999人; 
運輸・通信,var124,704,709,0~999999: 0~999999人; 
生産・労務,var125,710,715,0~999999: 0~999999人; 
その他,var126,716,721,0~999999: 0~999999人; 
専門・技術,var127,722,727,0~999999: 0~999999人; 
管理,var128,728,733,0~999999: 0~999999人; 
事務,var129,734,739,0~999999: 0~999999人; 
販売,var130,740,745,0~999999: 0~999999人; 
サービス,var131,746,751,0~999999: 0~999999人; 
保安,var132,752,757,0~999999: 0~999999人; 
運輸・通信,var133,758,763,0~999999: 0~999999人; 
生産・労務,var134,764,769,0~999999: 0~999999人; 
その他,var135,770,775,0~999999: 0~999999人; 
調査入職者数,var136,776,779,0~999999: 0~999999人; 
調査離職者数,var137,780,783,0~99999: 0~99999人; 
別掲産業乗率,var138,784,793,別掲乗率: 整数部3桁、小数部7桁; 
