Description,Varname,StartPosition,EndPosition,Value
輸送・機械運転従事者,var143,812,817,000000~999999: 0~999999人; 
建設・採掘従事者,var144,818,823,000000~999999: 0~999999人; 
運搬・清掃・包装等従事者,var145,824,829,000000~999999: 0~999999人; 
その他の職業従事者,var146,830,835,000000~999999: 0~999999人; 
調査入職者数,var147,836,841,000000~999999: 0~999999人; 
調査離職者数,var148,842,847,000000~999999: 0~999999人; 
調査入職者数用抽出率,var149,848,849,1~99: 調査入職者数算出用抽出率; 
調査離職者数用抽出率,var150,850,851,1~99: 調査離職者数算出用抽出率; 
共通事業所コード,var151,889,897,000000000~999999999: 共通事業所コード; 
中分類,var152,898,899,05~95: 産業中分類05~95(別紙2); 
小分類,var153,900,900,0~9: 小分類0~9; V: 不詳; 
